"t"	"x"	"y"	"z"	"magnitud"
2.441664204E0	2.528073120E1	-3.254062653E0	1.290021229E1	2.856781005E1
2.449896550E0	2.811511993E1	-5.780467033E0	6.536926746E0	2.943815856E1
2.458127742E0	2.664507103E1	-8.604389191E0	2.830002785E0	2.814256988E1
2.466359780E0	2.059418106E1	-1.189849567E1	2.280240059E-1	2.378542595E1
2.474590896E0	1.353880405E1	-1.798260880E1	-5.693581104E-1	2.251660727E1
2.482826165E0	5.098865509E0	-2.200779915E1	1.327079296E0	2.262968829E1
2.491068780E0	-2.870203972E0	-2.415665054E1	3.644713163E0	2.459808469E1
2.499302357E0	-7.508906841E0	-2.597459030E1	4.938043594E0	2.748540154E1
2.507535511E0	-9.014101982E0	-2.772356033E1	4.533013821E0	2.950250915E1
2.515768280E0	-8.022579193E0	-2.843084335E1	3.341577053E0	2.972945960E1
2.524000780E0	-5.706305981E0	-2.727647018E1	2.095037937E0	2.794560677E1
2.532232126E0	-1.772293091E0	-2.567160225E1	8.261203766E-2	2.573283913E1
2.540463857E0	1.530281067E0	-2.340100670E1	-1.212735415E0	2.348232531E1
2.548696511E0	3.270440102E0	-1.989404297E1	-1.256900549E0	2.020021097E1
2.556928588E0	4.140295029E0	-1.599409962E1	-6.051459312E-1	1.653237633E1
2.565161088E0	4.660658836E0	-1.296935177E1	-2.362632751E-2	1.378137817E1
2.573394395E0	5.323914528E0	-1.008357525E1	8.181991577E-1	1.143206042E1
2.581628972E0	5.715725899E0	-7.373738289E0	1.740375042E0	9.490544989E0
2.589863626E0	6.249546051E0	-4.948492050E0	1.940228462E0	8.204199285E0
2.598097665E0	8.318237305E0	-2.401764154E0	6.891603470E-1	8.685417946E0
2.606332165E0	9.920750618E0	2.368894815E-1	-4.628019333E-1	9.934364352E0
2.614565972E0	1.095633030E1	3.115946293E0	-1.460425854E0	1.148403843E1
2.622797703E0	1.186978340E1	5.677091599E0	-2.464887857E0	1.338644087E1
2.631030972E0	1.204662514E1	8.306892395E0	-2.486165762E0	1.484273084E1
2.639264588E0	1.179700279E1	1.133047581E1	-1.546187878E0	1.642984035E1
2.647499164E0	1.158846855E1	1.386878967E1	3.363227844E-2	1.807310326E1
2.655732087E0	1.215058708E1	1.646707153E1	1.979463577E0	2.056014317E1
2.663965818E0	1.330711555E1	1.912132263E1	3.855656624E0	2.361292848E1
2.672199818E0	1.479998207E1	2.159305954E1	4.924948692E0	2.663747002E1
2.680433818E0	1.871686363E1	2.290932846E1	3.003291607E0	2.973513200E1
2.688667433E0	2.224125862E1	2.355521011E1	-1.474008560E-1	3.239665470E1
2.696901357E0	2.343915939E1	2.433320618E1	-1.325150967E0	3.381205615E1
2.705133395E0	2.205223846E1	2.363425064E1	-2.594046116E0	3.242850752E1
2.713364510E0	1.985642624E1	2.205739594E1	-3.620026588E0	2.989834395E1
2.721596510E0	1.605844307E1	1.986610413E1	-4.105196953E0	2.587254006E1
2.729829587E0	1.209840202E1	1.774349213E1	-4.164078712E0	2.187561190E1
2.738070318E0	8.310095787E0	1.571423912E1	-4.764606953E0	1.840370839E1
2.746302972E0	5.763920307E0	1.382892132E1	-5.896822929E0	1.610075659E1
2.754536472E0	4.819955349E0	1.151695442E1	-7.695088863E0	1.466583108E1
2.762770241E0	3.715244293E0	8.357507706E0	-8.916480064E0	1.277319819E1
2.771003472E0	2.594900608E0	6.015029907E0	-8.402503967E0	1.065439660E1
2.779235433E0	1.748271465E0	4.063759804E0	-7.326352119E0	8.558389582E0
2.787468548E0	1.209206104E0	1.194327831E0	-6.317677975E0	6.542297254E0
2.795703087E0	2.990555763E-1	-2.687525272E0	-4.874327183E0	5.574162880E0
2.803937125E0	-8.870158195E-1	-6.822135925E0	-2.279896259E0	7.247500438E0
2.812169895E0	-1.481828213E0	-1.093447018E1	6.835966110E-1	1.105557584E1
2.820403125E0	-2.097239971E0	-1.504610348E1	4.192737579E0	1.575952708E1
2.828634894E0	-2.506024837E0	-1.866780281E1	6.712572098E0	1.999564069E1
2.836867048E0	2.098565102E-1	-2.383613396E1	6.925152302E0	2.482263193E1
2.845100317E0	8.487083435E0	-3.457634354E1	4.001462936E0	3.582688688E1
2.853334625E0	9.564352036E0	-4.284415436E1	4.146330833E0	4.409410904E1
2.861569279E0	3.551481247E0	-4.503818893E1	7.367401600E0	4.577477567E1
2.869802510E0	-4.791867256E0	-4.386515045E1	1.150164986E1	4.560045357E1
2.878035933E0	-1.378469276E1	-3.861069107E1	1.512762737E1	4.369952322E1
2.886270663E0	-1.967704773E1	-3.229904175E1	1.590056133E1	4.102733425E1
2.894505971E0	-1.871790314E1	-2.962424850E1	1.267073059E1	3.726262754E1
2.902741394E0	-1.430284691E1	-2.771059418E1	7.174353123E0	3.199874688E1
2.910977125E0	-7.900361538E0	-2.545738411E1	9.519982338E-1	2.667209063E1
2.919211240E0	-2.360140324E0	-2.226353645E1	-4.644733906E0	2.286501412E1
2.927445586E0	2.078675270E0	-1.796062088E1	-8.278032303E0	1.988543719E1
2.935679894E0	3.723229408E0	-1.338532066E1	-7.866289616E0	1.596583098E1
2.943913086E0	3.601937294E0	-9.210803032E0	-4.757507324E0	1.097482213E1
2.952148317E0	2.544127941E0	-5.386508465E0	-5.672931671E-2	5.957371789E0
2.960381163E0	1.606173515E0	-1.521693707E0	3.971331120E0	4.546076986E0
2.968615355E0	1.768904209E0	2.889584303E0	6.171810627E0	7.040594148E0
2.976849971E0	5.030026436E0	6.386573315E0	4.699280739E0	9.390033233E0
2.985094471E0	1.207925987E1	9.099309921E0	-2.098196507E0	1.526788750E1
2.993331586E0	1.943004608E1	1.206281662E1	-9.693085670E0	2.483936685E1
3.001567509E0	2.474051857E1	1.628532982E1	-1.509101295E1	3.324220057E1
3.009803663E0	2.779248428E1	2.120183754E1	-1.659006119E1	3.869328402E1
3.018039471E0	2.827005768E1	2.506344223E1	-1.467609406E1	4.053097623E1
3.026275548E0	2.668146706E1	2.720999527E1	-1.134379578E1	3.976136604E1
3.034511317E0	2.438400650E1	2.764409256E1	-8.906564713E0	3.792232221E1
3.042745740E0	2.244245338E1	2.657011986E1	-8.917133331E0	3.590473855E1
3.050981278E0	2.079555702E1	2.427843666E1	-9.765270233E0	3.342541221E1
3.059216355E0	1.894380188E1	2.128221512E1	-1.089604378E1	3.050449278E1
3.067452163E0	1.621897507E1	1.666693306E1	-1.237432289E1	2.634322829E1
3.075685817E0	1.184501266E1	1.171076965E1	-1.316187668E1	2.122925926E1
3.083921855E0	7.282761097E0	8.635930061E0	-1.321127319E1	1.738262456E1
3.092157624E0	3.079975128E0	6.008914948E0	-1.305224419E1	1.469538648E1
3.100392893E0	2.025518417E-1	3.484598637E0	-1.297198582E1	1.343338643E1
3.108628547E0	-2.224662781E0	1.058866382E0	-1.215257835E1	1.239981787E1
3.116863701E0	-3.805093050E0	-8.904246092E-1	-1.076326370E1	1.145073948E1
3.125097701E0	-4.540927887E0	-2.522201777E0	-9.213224411E0	1.057662668E1
3.133332893E0	-4.083629608E0	-5.251914501E0	-6.879726887E0	9.570228772E0
3.141568239E0	-3.261892557E0	-8.837054253E0	-4.006295204E0	1.023639938E1
3.149802855E0	-2.327148438E0	-1.368892193E1	-7.038674355E-1	1.390315190E1
3.158037355E0	-1.338326931E0	-2.060683632E1	3.302180767E0	2.091260911E1
3.166271355E0	-7.182445526E-1	-2.798414803E1	8.730381012E0	2.932316437E1
3.174504047E0	-1.874876022E-1	-3.317704773E1	1.471310997E1	3.629362551E1
3.182738432E0	4.823603630E-1	-3.770001602E1	2.219651985E1	4.375167852E1
3.190972932E0	-2.139484882E0	-3.821211243E1	2.871403885E1	4.784599209E1
3.199206893E0	-7.126860619E0	-3.483505630E1	3.251414490E1	4.818135437E1
3.207440739E0	-9.719119072E0	-3.201534653E1	3.255786133E1	4.668466582E1
3.215673931E0	-1.036703491E1	-2.924277687E1	2.927266693E1	4.265564958E1
3.223909316E0	-8.167268753E0	-2.694969940E1	2.146471024E1	3.540797032E1
3.232152816E0	-6.641379833E0	-2.334590530E1	1.239307404E1	2.725302744E1
3.240386662E0	-3.238072395E0	-1.984546471E1	4.372720718E0	2.057785870E1
3.248621662E0	-6.799650192E-1	-1.521889305E1	-7.394289970E-1	1.525201014E1
3.256857008E0	1.793441772E-1	-9.652646065E0	-2.711454153E0	1.002784743E1
3.265091931E0	1.204352379E0	-4.756456852E0	-2.089534760E0	5.332963712E0
3.273327239E0	2.961782455E0	-1.620177865E0	-1.252303600E0	3.600749357E0
3.281561893E0	5.611925125E0	1.720714331E0	-1.067831993E0	5.966140007E0
3.289797547E0	9.409744263E0	5.339426041E0	-2.500212193E0	1.110422526E1
3.298032662E0	1.419613934E1	8.342992783E0	-5.804872036E0	1.745945131E1
3.306266316E0	2.067554474E1	1.141832352E1	-1.051722622E1	2.585475410E1
3.314501085E0	2.623456192E1	1.476708984E1	-1.399871826E1	3.320065202E1
3.322735123E0	2.969854736E1	1.789317513E1	-1.607350922E1	3.821684354E1
3.330966662E0	3.101017380E1	1.997608566E1	-1.659546661E1	4.044854002E1
3.339197969E0	3.134159851E1	2.113618851E1	-1.602532959E1	4.105904834E1
3.347430316E0	3.114578438E1	2.139358139E1	-1.522611237E1	4.073793941E1
3.355663316E0	3.036948013E1	2.000854683E1	-1.463831329E1	3.920366674E1
3.363896162E0	2.813991356E1	1.731739044E1	-1.381509876E1	3.581345698E1
3.372129046E0	2.497037697E1	1.382644272E1	-1.338820648E1	3.152672385E1
3.380362008E0	2.192677689E1	1.044166279E1	-1.286560631E1	2.748337119E1
3.388595431E0	1.881896973E1	6.270071030E0	-1.260126114E1	2.350019563E1
3.396829354E0	1.619742966E1	2.299296856E0	-1.187655354E1	2.021623153E1
3.405062892E0	1.335917473E1	-9.886093140E-1	-1.084267998E1	1.723393765E1
3.413297046E0	1.124877453E1	-3.696267843E0	-9.537643433E0	1.520407730E1
3.421530200E0	9.753583908E0	-6.095474243E0	-8.480414391E0	1.429001867E1
3.429763738E0	7.840605736E0	-8.884579659E0	-7.741589069E0	1.415425926E1
3.437997508E0	5.689629078E0	-1.165397930E1	-7.387485981E0	1.492521563E1
3.446231354E0	4.075527668E0	-1.459150410E1	-6.942353725E0	1.666487902E1
3.454465392E0	2.426583767E0	-1.822797585E1	-4.259613991E0	1.887569134E1
3.462699700E0	1.282521486E0	-2.238306046E1	2.940187454E-1	2.242170162E1
3.470933354E0	2.728121281E-1	-2.763158798E1	5.540691376E0	2.818294416E1
3.479176738E0	-1.646453977E0	-3.164777946E1	9.675372124E0	3.313465831E1
3.487411123E0	-4.368032932E0	-3.500478745E1	1.293024540E1	3.757134682E1
3.495644200E0	-7.931943893E0	-3.746551895E1	1.616734695E1	4.156878579E1
3.503878661E0	-1.203249073E1	-3.858491135E1	1.872636032E1	4.454495244E1
3.512113815E0	-1.711549759E1	-3.754363251E1	1.983337402E1	4.578020669E1
3.520347623E0	-2.128786659E1	-3.553001404E1	1.872640610E1	4.545584063E1
3.528580238E0	-2.396015930E1	-3.370621490E1	1.590063286E1	4.430607500E1
3.536814199E0	-2.577651405E1	-3.103636932E1	1.255737686E1	4.225366980E1
3.545049969E0	-2.605454826E1	-2.837766838E1	8.792706490E0	3.951510136E1
3.553285392E0	-2.482612419E1	-2.566002464E1	4.035397530E0	3.593129194E1
3.561519776E0	-2.266160774E1	-2.309082413E1	-3.554592133E-1	3.235523104E1
3.569754545E0	-1.862241936E1	-2.095596313E1	-3.821957588E0	2.829406746E1
3.577988584E0	-1.378067970E1	-1.880583191E1	-6.409851551E0	2.417959147E1
3.586222199E0	-9.033953667E0	-1.554247475E1	-7.249977112E0	1.938409163E1
3.594455468E0	-2.645518064E0	-1.131908035E1	-7.247863770E0	1.369860851E1
3.602691468E0	2.708577633E0	-7.306680202E0	-6.408706188E0	1.008937478E1
3.610927507E0	7.941274166E0	-3.373034000E0	-5.058237553E0	1.000134795E1
3.619163891E0	1.525837898E1	1.044707298E-1	-5.624056339E0	1.626219705E1
3.627400122E0	2.197064209E1	3.889044285E0	-6.754009724E0	2.331202322E1
3.635635353E0	2.864675903E1	8.561933517E0	-5.524858475E0	3.040505829E1
3.643870622E0	3.218961716E1	1.213011074E1	-2.396182537E0	3.448264390E1
3.652106276E0	3.335774231E1	1.512902927E1	2.771739960E0	3.673294218E1
3.660340737E0	3.387376785E1	1.706802750E1	8.260021210E0	3.881981017E1
3.668574853E0	3.387779999E1	1.834874344E1	1.285319710E1	4.061510056E1
3.676810545E0	3.457881546E1	1.863597298E1	1.637892151E1	4.255893604E1
3.685046160E0	3.518001175E1	1.783620262E1	1.757543945E1	4.318170241E1
3.693281391E0	3.462947464E1	1.634038925E1	1.739681244E1	4.205779259E1
3.701516814E0	3.263805771E1	1.390941811E1	1.610455322E1	3.896243521E1
3.709753199E0	2.950113678E1	1.037997723E1	1.391056538E1	3.422812919E1
3.717988891E0	2.514633942E1	5.901849747E0	1.044557285E1	2.786180555E1
3.726233737E0	2.082198906E1	1.972144961E0	7.495431900E0	2.221769753E1
3.734469968E0	1.655261993E1	-1.984329581E0	5.064177513E0	1.742333735E1
3.742704776E0	1.242783451E1	-5.204507828E0	2.682678223E0	1.373807610E1
3.750939391E0	8.602868080E0	-7.597044468E0	-1.825952530E-1	1.147857852E1
3.759173814E0	4.386801720E0	-1.010793018E1	-3.634159088E0	1.160264600E1
3.767409352E0	5.514310598E-1	-1.224298477E1	-6.467198372E0	1.385710674E1
3.775645160E0	-1.346483707E0	-1.505849171E1	-1.023693275E1	1.825831271E1
3.783881468E0	-3.345367432E0	-1.798056602E1	-1.205160618E1	2.190281830E1
3.792117198E0	-5.548510551E0	-2.101215744E1	-1.075920105E1	2.424988942E1
3.800353814E0	-9.745596886E0	-2.481650925E1	-6.966938972E0	2.755674198E1
3.808590622E0	-1.368410301E1	-2.845843697E1	-1.657472610E0	3.162095073E1
3.816826775E0	-1.701026726E1	-3.185015297E1	2.777934074E0	3.621461520E1
3.825063852E0	-1.966433907E1	-3.360337067E1	5.760527611E0	3.935805419E1
3.833298775E0	-2.200751305E1	-3.489577484E1	7.594984055E0	4.194913009E1
3.841533621E0	-2.482229614E1	-3.594398117E1	8.245025635E0	4.445330827E1
3.849767967E0	-2.719864273E1	-3.495372772E1	7.945213318E0	4.499617387E1
3.858001583E0	-2.894165611E1	-3.253297806E1	6.147964478E0	4.397512464E1
3.866236314E0	-2.833123398E1	-3.027860260E1	2.441111565E0	4.153807434E1
3.874471083E0	-2.566215515E1	-2.730246925E1	-2.172741890E0	3.753254377E1
3.882705121E0	-2.143450356E1	-2.306562996E1	-5.657946587E0	3.199177375E1
3.890939929E0	-1.669858360E1	-1.936283875E1	-6.863216400E0	2.647387312E1
3.899175506E0	-8.618821144E0	-1.644346046E1	-7.679022789E0	2.009076556E1
3.907410429E0	1.265267134E0	-1.313395500E1	-8.397632599E0	1.564039348E1
3.915645467E0	1.196034145E1	-8.565387726E0	-8.773046494E0	1.712839687E1
3.923881275E0	2.113767242E1	-1.103768587E0	-9.738229752E0	2.329919783E1
3.932117044E0	2.485398865E1	6.356712818E0	-1.081763554E1	2.784151196E1
3.940353083E0	2.571598625E1	1.032111931E1	-8.308381081E0	2.892864755E1
3.948590159E0	2.539065933E1	1.149853897E1	-1.430593014E0	2.790965023E1
3.956826198E0	2.318846130E1	1.242499828E1	5.927356720E0	2.696699608E1
3.965062852E0	2.076873398E1	1.263853455E1	1.454999638E1	2.833328892E1
3.973308929E0	1.910093307E1	1.114060402E1	2.066206360E1	3.026350235E1
3.981544775E0	1.777898026E1	8.466935158E0	2.248822021E1	2.989149007E1
3.989781005E0	1.840759468E1	6.197943687E0	1.909746552E1	2.723907555E1
3.998016121E0	1.862576675E1	5.080099106E0	1.268865299E1	2.310256498E1
4.006250467E0	1.569516850E1	4.636741161E0	7.768996239E0	1.811615261E1
4.014485851E0	1.133832455E1	3.678121090E0	3.661210060E0	1.246958850E1
4.022720121E0	6.888648033E0	2.211783409E0	-5.909996033E-1	7.259114140E0
4.030955890E0	1.573451996E0	1.203573227E0	-2.024440765E0	2.832437132E0
4.039190967E0	-2.623782396E0	8.742618561E-2	-2.395284653E0	3.553767855E0
4.047427198E0	-4.663940430E0	-2.177495480E0	-2.753642559E0	5.837497258E0
4.055662390E0	-5.350702286E0	-3.910551310E0	-1.722986221E0	6.847708231E0
4.063898736E0	-5.523979664E0	-4.751435757E0	-2.858524323E-1	7.291927365E0
4.072134813E0	-5.641325951E0	-5.105704784E0	6.472911835E-1	7.636214095E0
4.080370736E0	-5.397287846E0	-5.411669731E0	1.248572350E0	7.744405612E0
4.088607428E0	-5.308758259E0	-5.465684891E0	1.501687050E0	7.766060106E0
4.096844005E0	-5.022892475E0	-5.159318924E0	1.647944450E0	7.386727387E0
4.105080120E0	-4.706884384E0	-4.664835930E0	1.739076614E0	6.851265746E0
4.113315082E0	-4.241722107E0	-4.051369190E0	1.215075493E0	5.990175891E0
4.121549390E0	-3.775042772E0	-3.237896681E0	4.772329330E-1	4.996266018E0
4.129785120E0	-3.281066656E0	-2.454228878E0	1.243209839E-2	4.097412884E0
4.138020543E0	-2.716080427E0	-2.119530201E0	-2.339859009E-1	3.453150816E0
4.146255389E0	-2.275870323E0	-1.883741617E0	-1.927647591E-1	2.960612514E0
4.154490889E0	-2.019671917E0	-1.565464973E0	-4.913005829E-1	2.602139792E0
4.162726159E0	-1.874305964E0	-1.389443874E0	-8.617691994E-1	2.487211949E0
4.170961082E0	-1.628453135E0	-1.217124462E0	-1.151478767E0	2.336483452E0
4.179195235E0	-9.434380531E-1	-1.070777416E0	-1.044593334E0	1.768562939E0
4.187429851E0	-9.970521927E-2	-8.341035843E-1	-6.256723404E-1	1.047442503E0
4.195663274E0	6.699275970E-1	-5.486249924E-1	-1.261658669E-1	8.750486806E-1
4.203896658E0	1.268154144E0	-2.585997581E-1	3.750653267E-1	1.347502419E0
4.212132351E0	1.584471941E0	6.532096863E-2	5.985631943E-1	1.695020961E0
4.220376543E0	1.358164310E0	3.737649918E-1	3.919105530E-1	1.462157462E0
4.228612120E0	8.411481380E-1	7.129268646E-1	-2.590551376E-1	1.132653729E0
4.236848158E0	7.651716471E-2	1.508133888E0	-1.788392544E0	2.340656017E0
4.245081735E0	-1.104764223E0	2.591192245E0	-4.813649178E0	5.577275289E0
4.253315197E0	-2.619177341E0	4.011584282E0	-1.028242970E1	1.134377622E1
4.261548658E0	-2.824604511E0	4.889469147E0	-1.574715042E1	1.672895829E1
4.269782197E0	-3.368793964E0	5.116408348E0	-1.910799789E1	2.006594106E1
4.278016389E0	-4.746831417E0	4.239390373E0	-2.060363388E1	2.156419645E1
4.286250620E0	-1.770193338E0	3.505578518E0	-2.250259972E1	2.284271567E1
4.294484081E0	-1.044263840E0	4.359108448E0	-2.383639336E1	2.425419472E1
4.302718197E0	-9.494816065E-1	3.389852524E0	-2.419982147E1	2.445452872E1
4.310952658E0	4.343511462E-1	7.364172935E-1	-2.175552750E1	2.177232068E1
4.319188120E0	2.292874336E0	-1.356848478E0	-1.372443581E1	1.398064550E1
4.327423889E0	4.488875866E0	-2.117979765E0	-4.830698967E0	6.926145922E0
4.335660504E0	6.880539894E0	-4.282573700E0	2.820091248E-1	8.109364702E0
4.343896196E0	1.098950291E1	-7.598153114E0	8.157549858E0	1.565396833E1
4.352130812E0	1.185429764E1	-1.002865410E1	1.234217644E1	1.983500932E1
4.360365966E0	1.064785385E1	-1.226386738E1	1.644383621E1	2.311231239E1
4.368601889E0	8.862167358E0	-1.402003098E1	1.984664154E1	2.586481122E1
4.376837965E0	7.434055805E0	-1.564888573E1	2.360097313E1	2.927727349E1
4.385075158E0	6.079959869E0	-1.667930222E1	2.761173248E1	3.282640408E1
4.393312158E0	5.084127903E0	-1.643779564E1	2.923567390E1	3.392306163E1
4.401547542E0	3.872164011E0	-1.600011444E1	2.807119751E1	3.254211803E1
4.409783658E0	2.363071680E0	-1.449021149E1	2.461418533E1	2.866022429E1
4.418019350E0	1.671807528E0	-1.293020439E1	2.020409393E1	2.404559290E1
4.426255158E0	8.521144390E-1	-1.188937187E1	1.501237679E1	1.916910846E1
4.434490081E0	-3.118183613E-1	-1.078130341E1	1.139086914E1	1.568711680E1
4.442727504E0	-1.500298738E0	-9.454977036E0	8.615095139E0	1.287894993E1
4.450965350E0	-2.424095869E0	-8.687207222E0	6.310438156E0	1.100751742E1
4.459202581E0	-3.241823435E0	-8.174202919E0	4.229166031E0	9.757707613E0
4.467448311E0	-4.390013695E0	-7.292609215E0	1.062653542E0	8.578088479E0
4.475686157E0	-4.901569366E0	-6.249053001E0	-2.400153637E0	8.296793546E0
4.483925119E0	-4.919273853E0	-5.035082817E0	-5.832699776E0	9.141755898E0
4.492162811E0	-4.358681679E0	-3.440800190E0	-8.359458923E0	1.003582410E1
4.500399580E0	-3.002545595E0	-7.078492641E-1	-1.071310329E1	1.114840405E1
4.508635811E0	-1.107273579E0	2.074414730E0	-1.259399509E1	1.281163392E1
4.516871696E0	1.847311020E0	4.731549740E0	-1.369713879E1	1.460861841E1
4.525107696E0	5.139796257E0	7.494939327E0	-1.419004059E1	1.685078256E1
4.533345503E0	8.414477348E0	1.045404816E1	-1.422809410E1	1.955835406E1
4.541581234E0	1.208559799E1	1.356449318E1	-1.391482162E1	2.288404280E1
4.549816888E0	1.488906765E1	1.573141670E1	-1.326940250E1	2.540155211E1
4.558054042E0	1.752975082E1	1.750574684E1	-1.282359505E1	2.789601990E1
4.566292042E0	1.945645523E1	1.914982796E1	-1.331305885E1	3.037280193E1
4.574530272E0	2.105888557E1	1.997673416E1	-1.434829712E1	3.237931747E1
4.582767234E0	2.186761856E1	1.946147156E1	-1.518633270E1	3.297827039E1
4.591005157E0	2.096116638E1	1.779109764E1	-1.513819504E1	3.138564322E1
4.599241618E0	1.864458656E1	1.504492188E1	-1.405506134E1	2.777615941E1
4.607477888E0	1.537350845E1	1.131843853E1	-1.289160252E1	2.303573807E1
4.615715272E0	1.130810833E1	7.541140556E0	-1.153542805E1	1.782717631E1
4.623953772E0	6.818652153E0	3.916007757E0	-1.074433327E1	1.331427171E1
4.632191888E0	4.142935276E0	5.346336365E-1	-9.234021187E0	1.013493429E1
4.640430349E0	2.461042166E0	-3.140411139E0	-5.984863758E0	7.192878761E0
4.648668157E0	1.122475386E0	-6.828772545E0	-2.263783932E0	7.281263843E0
4.656905272E0	1.710996628E-1	-1.124328232E1	2.237352371E0	1.146500842E1
4.665140387E0	-8.154143095E-1	-1.828915787E1	8.763426781E0	2.029669542E1
4.673376618E0	-1.419350028E0	-2.647090149E1	1.521718597E1	3.056609117E1
4.681648580E0	-2.562931061E0	-3.672116089E1	2.276605797E1	4.328170131E1
4.689885580E0	-6.574134350E0	-4.309622192E1	3.032150650E1	5.310270561E1
4.698122349E0	-1.342952538E1	-4.358097458E1	3.656016541E1	5.844911626E1
4.706358772E0	-2.085811996E1	-4.084909821E1	3.886661530E1	6.011924631E1
4.714603849E0	-2.426841736E1	-3.821968842E1	3.436891937E1	5.684121113E1
4.722838810E0	-2.325070190E1	-3.572428131E1	2.462667084E1	4.922694720E1
4.731073733E0	-1.975218391E1	-3.195505905E1	1.286555481E1	3.970890415E1
4.739310118E0	-1.554649353E1	-2.672546196E1	2.045084953E0	3.098590245E1
4.747546849E0	-1.048754787E1	-2.003610992E1	-5.680447102E0	2.331741496E1
4.755782003E0	-5.851455212E0	-1.345658779E1	-8.583950043E0	1.700010239E1
4.764017541E0	-8.097553253E-1	-6.904095650E0	-8.384226799E0	1.089116612E1
4.772253964E0	4.306446075E0	-1.510426402E0	-7.186758041E0	8.513304697E0
4.780490041E0	9.545678139E0	2.916498184E0	-5.578827858E0	1.143456396E1
4.788726425E0	1.573295784E1	8.118486404E0	-4.120310783E0	1.817725900E1
4.796962195E0	2.250166321E1	1.280417061E1	-4.319778442E0	2.624751641E1
4.805196810E0	2.984852028E1	1.756897163E1	-5.776690483E0	3.511371641E1
4.813432002E0	3.614198685E1	2.149173546E1	-5.407466888E0	4.239550217E1
4.821667810E0	3.992593002E1	2.486856079E1	-4.773656845E0	4.727909690E1
4.829904195E0	4.063844681E1	2.676127625E1	-5.231021881E0	4.893886855E1
4.838141079E0	3.849073792E1	2.563837051E1	-6.529857159E0	4.670655181E1
4.846377079E0	3.437099457E1	2.344227409E1	-7.536766529E0	4.228130003E1
4.854613925E0	2.971133232E1	1.999904060E1	-8.228454590E0	3.674822932E1
4.862848348E0	2.449469757E1	1.591186523E1	-8.596925735E0	3.044806720E1
4.871082656E0	1.847181511E1	1.065754509E1	-7.787611485E0	2.270326218E1
4.879317079E0	1.356083298E1	5.799894810E0	-6.182645321E0	1.599250056E1
4.887551540E0	9.078885078E0	1.122641087E0	-5.511834145E0	1.068020566E1
4.895785233E0	4.529619694E0	-3.803696632E0	-5.646461487E0	8.177291114E0
